Entry	DNA binding
P81605	
Q3LHN2	
Q3LI61	
Q3LI64	
Q3LI66	
Q3LI67	
P02808	
P09430	
P15516	
Q3LI59	
Q3LI63	
Q7Z4W3	
Q8IUB9	
Q96B49	
A6NIN4	
P04554	
Q3LI54	
Q3LI72	
Q3SYF9	
Q5RGS3	
Q5TZK3	
Q8NCU8	
Q9Y5L2	
A1L3X4	
P61574	
Q3LI70	
Q5JTB6	
P25063	
P59103	
P61578	
Q30KQ1	
Q3MUY2	
Q504U0	
Q8WVX3	
Q9XRX5	
A1L168	
Q3LI60	
Q30KQ6	
Q3LHN1	
Q3MIV0	
Q5TA76	
Q8IUC3	
Q8N4H5	
Q8N8P7	
Q9Y5L5	
A0A0A0MT91	
A6NL05	
B3EWG3	
B3EWG4	
B3EWG5	
B3EWG6	
O95167	
Q00LT1	
Q8IUC0	
Q8N8D9	
Q8WXC6	
Q93083	
M0R384	
P02795	
P04732	
P81534	
F8WBI7	
O00198	
O14519	
O15263	
P18545	
P57738	
P80294	
P80297	
Q13956	
Q3LI68	
Q3LI77	
Q5T292	
Q5T7P3	
Q629K1	
Q8IUG1	
Q96KF2	
P07438	
P26678	
P35542	
P60985	
Q08E93	
Q3LI73	
Q5T751	
Q5T753	
Q5T7P2	
Q6UWT4	
Q6UXB2	
Q8N112	
Q8NG35	
Q8WTQ1	
Q96A04	
Q96A98	
Q96DE5	
Q99525	DNA_BIND 17 21 {ECO:0000250}.
Q9BTL3	
A0A096LP83	
A0A0B4J2B5	
A1L190	
F2Z3M2	
O75324	
O75438	
P04430	
P04731	
P0DM35	
P24311	
P58511	
P68431	
P84243	
Q16517	
Q2M2W7	
Q5T1J6	
Q5T752	
Q5TA77	
Q5TA78	
Q6UXD1	
Q75MW2	
Q8IUC2	
Q8NHW6	
Q99880	
Q9BRU2	
Q9BT56	
Q9HCN2	
Q9Y675	
A0A096LNW3	
A6NMA1	
A8MWV9	
O43920	
P01765	
P01767	
P01776	
P01781	
P62805	DNA_BIND 17 21
P62952	
P80421	
P81172	
Q16695	
Q4LDR2	
Q4QY38	
Q5T5A8	
Q5TCM9	
Q69YU5	
Q6UXQ4	
Q8N8F7	
Q9BZL3	
Q9H1C7	
Q9NS64	
Q9Y3U8	
A0A096LNM4	
A2RRL7	
C9JXX5	
H3BRN7	
M0QYG6	
O15239	
P01595	
P01610	
P01623	
P01742	
P01763	
P01768	
P01770	
P01775	
P04733	
P08493	
P0C2S0	
P0DJI9	
P22466	
P33778	
P62891	
Q3LI62	
Q4VXF1	
Q52LG2	
Q5T1S8	
Q5T5B0	
Q5T7N7	
Q5TEC6	
Q6PB30	
Q8N4K4	
Q8TF08	
Q96E16	
Q96I36	
Q96MR7	
Q9H963	
Q9NUB4	
Q9P2W6	
Q9UHZ2	
A0A096LP20	
A0A0B4J2B7	
A0A0C4DH37	
B2RUZ4	
C9J3I9	
O15453	
O75711	
P01605	
P01608	
P01620	
P01715	
P01766	
P01774	
P04553	
P06309	
P09234	
P0C0S8	
P0CW23	
P10092	
P12872	
P13640	
P20366	
P61576	
Q3B7S5	
Q3KNT9	
Q5H943	
Q5TA79	
Q6NXT2	
Q71RC9	
Q8N0T1	
Q8N339	
Q8N7L0	
Q8TAP9	
Q8TCZ7	
Q96EH5	
Q96HJ9	
Q9BYE3	
Q9H1L0	
Q9HBX3	
Q9UBP8	
Q9UGL9	
Q9UHF0	
Q9Y2S6	
A0A075B7F1	
A0A096LNP2	
A0A0B4J1V3	
A0A0C4DH70	
A6NGS2	
A6NJ69	
E9PQ53	
H3BS24	
O00453	
O43677	
P01599	
P01600	
P01622	
P01625	
P01769	
P01773	
P01780	
P04206	
P09669	
P0C0P6	
P23527	
P31358	
P58876	
P60022	
P60602	
P99999	
Q5BIV9	
Q5EE01	
Q5T319	
Q6X4T0	
Q71DI3	
Q765I0	
Q7Z7J9	
Q86U37	
Q8N690	
Q8TAD7	
Q96KT0	
Q96KX1	
Q96PI1	
Q96PS6	
Q96S95	
Q9BYP9	
Q9BYR6	
Q9BYR7	
Q9NP84	
Q9UHT4	
A0A075B7F0	
A0A087WSX4	
A0A096LP31	
A0A0B4J1U8	
A0A0B4J1X5	
A0A0C4DH32	
A0A0C4DH35	
A0A0C4DH42	
A6NGB0	
A6NGZ8	
C9J3V5	
O43908	
O95298	
O95399	
P01286	
P01607	
P01624	
P01706	
P01708	
P01710	
P01718	
P01719	
P01764	
P01772	
P01777	
P01779	
P04209	
P0C7H8	
P15954	
P23083	
P56378	
P57053	
P62273	
P62875	
Q0P5P2	
Q13794	
Q14602	
Q1ZYL8	
Q3LHN0	
Q3LI76	
Q4G0N0	
Q538Z0	
Q5QNW6	
Q5SNX5	
Q5SV17	
Q6P5S7	
Q75NE6	
Q7Z4L0	
Q8IVY1	
Q8IZN7	
Q8N1F1	
Q8N3F0	
Q8NES8	
Q8NEX6	
Q8NFP0	
Q96A08	
Q96HG1	
Q96KK5	
Q96QK8	
Q9BYR0	
Q9BYR9	
Q9GZP8	
Q9H606	
Q9HBF5	
Q9P2X7	
Q9UBA6	
Q9UI54	
Q9Y5M6	
Q9Y5U9	
S4R3C0	
U3KQ68	
U3KQU4	
A0A075B6J0	
A0A075B6K3	
A0A075B6Q5	
A0A075B6Y4	
A0A075B7E8	
A0A087X204	
A0A096LNT5	
A0A0B4J1U9	
A0A0B4J1V1	
A2A2V5	
A2RUT3	
A6NFZ4	
A6NJI1	
A6NMP4	
H0YGX0	
H7BZU6	
O15225	
O95178	
P01258	
P01703	
P01705	
P01707	
P01714	
P01762	
P01778	
P01818	
P04208	
P0C5K7	
P0C7L1	
P56134	
P59942	
P61960	
P80362	
P80748	
P83593	
Q0P641	
Q16568	
Q16777	
Q30KR1	
Q32M92	
Q3LI58	
Q3SY46	
Q537H7	
Q5JQF7	
Q5T754	
Q5VU69	
Q5W5W9	
Q6NUR6	
Q6UW10	
Q86WW8	
Q8IUE6	
Q8N257	
Q8TCD1	
Q8WVF2	
Q8WWF6	
Q93077	
Q96GX8	
Q99879	
Q9BXV9	
Q9BXZ3	
Q9BYR8	
Q9BZ97	
Q9BZ98	
Q9H379	
Q9HBH7	
Q9NRY2	
Q9NWQ9	
Q9UBK5	
Q9UHP9	
